campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP05294,2025-02-13,2025-02-20,Search,11487,1004,417,159,4315.2,6420.3,0.49,7,2105.1000000000004,1.49,32.79,8.74,41.53,38.13,4.3,10.35,27.14,2025,2,February,1,Thursday
CAMP05295,2025-10-09,2025-10-20,Display,10988,156,60,34,4569.12,7402.45,0.62,11,2833.33,1.62,38.28,1.42,38.46,56.67,29.29,76.15,134.39,2025,10,October,4,Thursday
CAMP05296,2025-06-24,2025-07-08,Email,32364,2547,682,201,4599.21,5941.23,0.29,14,1342.0199999999995,1.29,22.59,7.87,26.78,29.47,1.81,6.74,22.88,2025,6,June,2,Tuesday
CAMP05297,2025-06-11,2025-06-16,Influencer,174475,12217,5950,2552,1974.8,2149.63,0.09,5,174.83000000000015,1.09,8.13,7.0,48.7,42.89,0.16,0.33,0.77,2025,6,June,2,Wednesday
CAMP05298,2025-12-17,2025-12-27,Display,26048,738,204,46,4317.96,8720.08,1.02,10,4402.12,2.02,50.48,2.83,27.64,22.55,5.85,21.17,93.87,2025,12,December,4,Wednesday
CAMP05299,2025-12-06,2025-12-13,Social,143165,10891,5364,2103,4457.47,4741.34,0.06,7,283.8699999999999,1.06,5.99,7.61,49.25,39.21,0.41,0.83,2.12,2025,12,December,4,Saturday
CAMP05300,2025-05-20,2025-05-27,Search,238980,13065,6104,3595,2783.17,8305.22,1.98,7,5522.049999999999,2.98,66.49,5.47,46.72,58.9,0.21,0.46,0.77,2025,5,May,2,Tuesday
CAMP05301,2025-05-12,2025-05-20,Display,296340,15792,4151,976,3163.76,8050.74,1.54,8,4886.98,2.54,60.7,5.33,26.29,23.51,0.2,0.76,3.24,2025,5,May,2,Monday
CAMP05302,2025-03-28,2025-04-05,Influencer,27727,1482,243,97,2929.73,7487.64,1.56,8,4557.91,2.56,60.87,5.34,16.4,39.92,1.98,12.06,30.2,2025,3,March,1,Friday
CAMP05303,2025-06-25,2025-07-06,Influencer,178239,17009,2312,1019,178.53,447.94,1.51,11,269.40999999999997,2.51,60.14,9.54,13.59,44.07,0.01,0.08,0.18,2025,6,June,2,Wednesday
CAMP05304,2025-07-02,2025-07-09,Social,45769,4347,1358,777,2724.11,6217.02,1.28,7,3492.9100000000003,2.28,56.18,9.5,31.24,57.22,0.63,2.01,3.51,2025,7,July,3,Wednesday
CAMP05305,2025-05-09,2025-05-21,Social,135205,12469,5053,1611,285.4,325.34,0.14,12,39.94,1.14,12.28,9.22,40.52,31.88,0.02,0.06,0.18,2025,5,May,2,Friday
CAMP05306,2025-09-03,2025-09-15,Display,171146,15370,2619,1050,2310.26,4417.15,0.91,12,2106.8899999999994,1.91,47.7,8.98,17.04,40.09,0.15,0.88,2.2,2025,9,September,3,Wednesday
CAMP05307,2025-03-30,2025-04-14,Email,227364,3042,691,411,323.86,504.55,0.56,15,180.69,1.56,35.81,1.34,22.72,59.48,0.11,0.47,0.79,2025,3,March,1,Sunday
CAMP05308,2025-03-07,2025-03-18,Influencer,146736,6757,2379,1207,2331.25,3721.73,0.6,11,1390.48,1.6,37.36,4.6,35.21,50.74,0.35,0.98,1.93,2025,3,March,1,Friday
CAMP05309,2025-06-07,2025-06-13,Email,253446,22946,6524,3419,1593.27,2774.55,0.74,6,1181.2800000000002,1.74,42.58,9.05,28.43,52.41,0.07,0.24,0.47,2025,6,June,2,Saturday
CAMP05310,2025-05-29,2025-06-07,Email,81695,6369,2175,1114,3892.23,6388.42,0.64,9,2496.19,1.64,39.07,7.8,34.15,51.22,0.61,1.79,3.49,2025,5,May,2,Thursday
CAMP05311,2025-12-06,2025-12-16,Display,149371,7632,2828,1148,2447.6,5689.23,1.32,10,3241.6299999999997,2.32,56.98,5.11,37.05,40.59,0.32,0.87,2.13,2025,12,December,4,Saturday
CAMP05312,2025-04-26,2025-05-10,Search,266982,21249,5360,2003,2609.26,2648.14,0.01,14,38.879999999999654,1.01,1.47,7.96,25.22,37.37,0.12,0.49,1.3,2025,4,April,2,Saturday
CAMP05313,2025-08-02,2025-08-10,Search,202063,5806,2405,726,4528.06,7845.07,0.73,8,3317.0099999999993,1.73,42.28,2.87,41.42,30.19,0.78,1.88,6.24,2025,8,August,3,Saturday
CAMP05314,2025-10-21,2025-11-04,Search,194519,12445,4743,1832,2463.26,7116.1,1.89,14,4652.84,2.89,65.38,6.4,38.11,38.63,0.2,0.52,1.34,2025,10,October,4,Tuesday
CAMP05315,2025-09-10,2025-09-19,Social,70498,4086,1532,318,866.22,1312.99,0.52,9,446.77,1.52,34.03,5.8,37.49,20.76,0.21,0.57,2.72,2025,9,September,3,Wednesday
CAMP05316,2025-05-23,2025-06-05,Influencer,113114,6969,1113,265,651.63,1461.38,1.24,13,809.7500000000001,2.24,55.41,6.16,15.97,23.81,0.09,0.59,2.46,2025,5,May,2,Friday
CAMP05317,2025-09-07,2025-09-22,Social,49572,3715,1076,338,1598.53,3390.23,1.12,15,1791.7,2.12,52.85,7.49,28.96,31.41,0.43,1.49,4.73,2025,9,September,3,Sunday
CAMP05318,2025-10-29,2025-11-09,Influencer,235888,22523,7452,2484,1400.35,2770.66,0.98,11,1370.31,1.98,49.46,9.55,33.09,33.33,0.06,0.19,0.56,2025,10,October,4,Wednesday
CAMP05319,2025-01-25,2025-01-31,Influencer,206346,6966,1327,640,4110.63,5115.15,0.24,6,1004.5199999999995,1.24,19.64,3.38,19.05,48.23,0.59,3.1,6.42,2025,1,January,1,Saturday
CAMP05320,2025-10-04,2025-10-19,Influencer,40389,3159,1274,342,3818.53,10201.88,1.67,15,6383.3499999999985,2.67,62.57,7.82,40.33,26.84,1.21,3.0,11.17,2025,10,October,4,Saturday
CAMP05321,2025-03-11,2025-03-16,Display,53263,3625,538,278,387.26,826.63,1.13,5,439.37,2.13,53.15,6.81,14.84,51.67,0.11,0.72,1.39,2025,3,March,1,Tuesday
CAMP05322,2025-04-23,2025-04-29,Search,223711,16233,2596,1350,1084.9,2253.6,1.08,6,1168.6999999999998,2.08,51.86,7.26,15.99,52.0,0.07,0.42,0.8,2025,4,April,2,Wednesday
CAMP05323,2025-12-29,2026-01-05,Social,240417,11684,3100,1347,2299.24,6664.19,1.9,7,4364.95,2.9,65.5,4.86,26.53,43.45,0.2,0.74,1.71,2025,12,December,4,Monday
CAMP05324,2025-04-22,2025-05-07,Social,24984,2373,365,144,527.27,614.59,0.17,15,87.32000000000005,1.17,14.21,9.5,15.38,39.45,0.22,1.44,3.66,2025,4,April,2,Tuesday
CAMP05325,2025-12-30,2026-01-05,Display,239586,12738,1333,515,914.47,1813.48,0.98,6,899.01,1.98,49.57,5.32,10.46,38.63,0.07,0.69,1.78,2025,12,December,4,Tuesday
CAMP05326,2025-10-30,2025-11-14,Influencer,207824,4352,1151,423,4551.38,10978.05,1.41,15,6426.669999999999,2.41,58.54,2.09,26.45,36.75,1.05,3.95,10.76,2025,10,October,4,Thursday
CAMP05327,2025-04-01,2025-04-08,Search,291413,20766,7463,1757,2751.86,7139.17,1.59,7,4387.3099999999995,2.59,61.45,7.13,35.94,23.54,0.13,0.37,1.57,2025,4,April,2,Tuesday
CAMP05328,2025-01-18,2025-02-01,Email,260965,5636,1679,775,4003.56,4010.55,0.0,14,6.9900000000002365,1.0,0.17,2.16,29.79,46.16,0.71,2.38,5.17,2025,1,January,1,Saturday
CAMP05329,2025-05-29,2025-06-13,Email,14527,567,68,29,1719.69,4066.01,1.36,15,2346.32,2.36,57.71,3.9,11.99,42.65,3.03,25.29,59.3,2025,5,May,2,Thursday
CAMP05330,2025-08-15,2025-08-30,Display,142016,4334,836,172,1936.47,5637.86,1.91,15,3701.3899999999994,2.91,65.65,3.05,19.29,20.57,0.45,2.32,11.26,2025,8,August,3,Friday
CAMP05331,2025-08-02,2025-08-15,Search,231468,13541,4194,1178,4305.93,10594.64,1.46,13,6288.709999999999,2.46,59.36,5.85,30.97,28.09,0.32,1.03,3.66,2025,8,August,3,Saturday
CAMP05332,2025-12-26,2026-01-03,Email,38102,1572,621,232,3320.19,6102.73,0.84,8,2782.5399999999995,1.84,45.6,4.13,39.5,37.36,2.11,5.35,14.31,2025,12,December,4,Friday
CAMP05333,2025-05-31,2025-06-13,Email,143741,3505,1463,820,3424.07,9423.09,1.75,13,5999.02,2.75,63.66,2.44,41.74,56.05,0.98,2.34,4.18,2025,5,May,2,Saturday
CAMP05334,2025-07-11,2025-07-26,Social,292523,23745,7307,4355,3230.81,8908.16,1.76,15,5677.35,2.76,63.73,8.12,30.77,59.6,0.14,0.44,0.74,2025,7,July,3,Friday
CAMP05335,2025-02-09,2025-02-16,Search,122125,6370,2283,1142,2751.56,6538.89,1.38,7,3787.3300000000004,2.38,57.92,5.22,35.84,50.02,0.43,1.21,2.41,2025,2,February,1,Sunday
CAMP05336,2025-08-30,2025-09-04,Email,286335,14574,6723,3359,4956.53,11559.5,1.33,5,6602.97,2.33,57.12,5.09,46.13,49.96,0.34,0.74,1.48,2025,8,August,3,Saturday
CAMP05337,2025-05-18,2025-06-02,Social,265978,23877,3010,1101,4481.62,7568.39,0.69,15,3086.7700000000004,1.69,40.79,8.98,12.61,36.58,0.19,1.49,4.07,2025,5,May,2,Sunday
CAMP05338,2025-12-11,2025-12-20,Search,149331,8734,1219,522,3583.43,5321.4,0.49,9,1737.9699999999998,1.49,32.66,5.85,13.96,42.82,0.41,2.94,6.86,2025,12,December,4,Thursday
CAMP05339,2025-06-29,2025-07-13,Influencer,174030,12859,3640,1066,3422.97,7734.63,1.26,14,4311.66,2.26,55.74,7.39,28.31,29.29,0.27,0.94,3.21,2025,6,June,2,Sunday
CAMP05340,2025-07-19,2025-08-02,Search,161588,6386,2196,1087,512.9,520.99,0.02,14,8.090000000000032,1.02,1.55,3.95,34.39,49.5,0.08,0.23,0.47,2025,7,July,3,Saturday
CAMP05341,2025-07-22,2025-07-28,Display,40931,2476,252,56,2477.4,6654.29,1.69,6,4176.889999999999,2.69,62.77,6.05,10.18,22.22,1.0,9.83,44.24,2025,7,July,3,Tuesday
CAMP05342,2025-03-02,2025-03-10,Social,16624,1253,352,129,2530.43,7098.86,1.81,8,4568.43,2.81,64.35,7.54,28.09,36.65,2.02,7.19,19.62,2025,3,March,1,Sunday
CAMP05343,2025-07-11,2025-07-17,Influencer,159944,5867,992,528,354.5,470.79,0.33,6,116.29000000000002,1.33,24.7,3.67,16.91,53.23,0.06,0.36,0.67,2025,7,July,3,Friday
CAMP05344,2025-01-05,2025-01-11,Social,129148,9294,3327,1969,3802.45,8156.3,1.15,6,4353.85,2.15,53.38,7.2,35.8,59.18,0.41,1.14,1.93,2025,1,January,1,Sunday
CAMP05345,2025-08-25,2025-09-01,Social,299935,18352,3800,1818,109.64,148.73,0.36,7,39.08999999999999,1.36,26.28,6.12,20.71,47.84,0.01,0.03,0.06,2025,8,August,3,Monday
CAMP05346,2025-06-30,2025-07-09,Email,271796,13339,6146,1714,2183.52,4343.11,0.99,9,2159.5899999999997,1.99,49.72,4.91,46.08,27.89,0.16,0.36,1.27,2025,6,June,2,Monday
CAMP05347,2025-11-07,2025-11-15,Search,227580,16878,2118,907,4525.93,10304.87,1.28,8,5778.9400000000005,2.28,56.08,7.42,12.55,42.82,0.27,2.14,4.99,2025,11,November,4,Friday
CAMP05348,2025-02-06,2025-02-12,Social,13095,504,213,90,1767.76,3148.51,0.78,6,1380.7500000000002,1.78,43.85,3.85,42.26,42.25,3.51,8.3,19.64,2025,2,February,1,Thursday
CAMP05349,2025-02-25,2025-03-12,Social,204965,15229,3912,2293,2954.97,8243.35,1.79,15,5288.380000000001,2.79,64.15,7.43,25.69,58.61,0.19,0.76,1.29,2025,2,February,1,Tuesday
CAMP05350,2025-08-25,2025-09-08,Display,275239,16404,7264,3894,1608.98,4476.78,1.78,14,2867.7999999999997,2.78,64.06,5.96,44.28,53.61,0.1,0.22,0.41,2025,8,August,3,Monday
CAMP05351,2025-12-24,2025-12-30,Display,81216,2607,1110,243,977.01,2014.08,1.06,6,1037.07,2.06,51.49,3.21,42.58,21.89,0.37,0.88,4.02,2025,12,December,4,Wednesday
CAMP05352,2025-12-15,2025-12-25,Display,164314,11525,2255,649,3677.09,7945.98,1.16,10,4268.889999999999,2.16,53.72,7.01,19.57,28.78,0.32,1.63,5.67,2025,12,December,4,Monday
CAMP05353,2025-07-16,2025-07-27,Social,31333,2808,337,180,1102.39,1108.37,0.01,11,5.979999999999791,1.01,0.54,8.96,12.0,53.41,0.39,3.27,6.12,2025,7,July,3,Wednesday
CAMP05354,2025-03-14,2025-03-28,Influencer,95075,3603,1362,802,453.75,760.43,0.68,14,306.67999999999995,1.68,40.33,3.79,37.8,58.88,0.13,0.33,0.57,2025,3,March,1,Friday
CAMP05355,2025-02-28,2025-03-10,Search,110373,9173,1667,529,2232.14,5628.45,1.52,10,3396.31,2.52,60.34,8.31,18.17,31.73,0.24,1.34,4.22,2025,2,February,1,Friday
CAMP05356,2025-08-28,2025-09-08,Social,154988,6238,2945,1402,3573.49,10678.03,1.99,11,7104.540000000001,2.99,66.53,4.02,47.21,47.61,0.57,1.21,2.55,2025,8,August,3,Thursday
CAMP05357,2025-01-02,2025-01-07,Email,131394,11024,1398,451,2942.03,8504.14,1.89,5,5562.109999999999,2.89,65.4,8.39,12.68,32.26,0.27,2.1,6.52,2025,1,January,1,Thursday
CAMP05358,2025-12-26,2026-01-05,Influencer,74309,1085,249,53,1297.58,1543.05,0.19,10,245.47000000000003,1.19,15.91,1.46,22.95,21.29,1.2,5.21,24.48,2025,12,December,4,Friday
CAMP05359,2025-07-07,2025-07-22,Influencer,64422,686,72,38,4107.0,7533.84,0.83,15,3426.84,1.83,45.49,1.06,10.5,52.78,5.99,57.04,108.08,2025,7,July,3,Monday
CAMP05360,2025-11-03,2025-11-10,Search,26045,525,119,58,575.75,638.67,0.11,7,62.91999999999996,1.11,9.85,2.02,22.67,48.74,1.1,4.84,9.93,2025,11,November,4,Monday
CAMP05361,2025-01-30,2025-02-04,Influencer,22061,1955,618,136,3384.55,9053.17,1.67,5,5668.62,2.67,62.61,8.86,31.61,22.01,1.73,5.48,24.89,2025,1,January,1,Thursday
CAMP05362,2025-09-24,2025-10-06,Search,214746,12462,4510,1164,3072.72,7559.26,1.46,12,4486.540000000001,2.46,59.35,5.8,36.19,25.81,0.25,0.68,2.64,2025,9,September,3,Wednesday
CAMP05363,2025-04-18,2025-04-26,Influencer,40742,2585,1009,605,4504.72,12809.15,1.84,8,8304.43,2.84,64.83,6.34,39.03,59.96,1.74,4.46,7.45,2025,4,April,2,Friday
CAMP05364,2025-11-28,2025-12-12,Search,292004,25053,10857,4997,2681.94,5373.04,1.0,14,2691.1,2.0,50.09,8.58,43.34,46.03,0.11,0.25,0.54,2025,11,November,4,Friday
CAMP05365,2025-03-31,2025-04-12,Display,261152,3801,548,285,4113.02,4962.54,0.21,12,849.5199999999995,1.21,17.12,1.46,14.42,52.01,1.08,7.51,14.43,2025,3,March,1,Monday
CAMP05366,2025-07-24,2025-08-07,Display,217511,9753,3947,1402,1154.95,2503.9,1.17,14,1348.95,2.17,53.87,4.48,40.47,35.52,0.12,0.29,0.82,2025,7,July,3,Thursday
CAMP05367,2025-08-08,2025-08-23,Influencer,190872,12956,2738,1115,2772.04,7579.61,1.73,15,4807.57,2.73,63.43,6.79,21.13,40.72,0.21,1.01,2.49,2025,8,August,3,Friday
CAMP05368,2025-04-04,2025-04-12,Influencer,230650,10707,1662,744,2709.88,2981.15,0.1,8,271.27,1.1,9.1,4.64,15.52,44.77,0.25,1.63,3.64,2025,4,April,2,Friday
CAMP05369,2025-04-13,2025-04-21,Search,44212,569,117,61,1547.13,4068.44,1.63,8,2521.31,2.63,61.97,1.29,20.56,52.14,2.72,13.22,25.36,2025,4,April,2,Sunday
CAMP05370,2025-08-11,2025-08-25,Search,285368,19571,8673,2910,124.92,280.72,1.25,14,155.8,2.25,55.5,6.86,44.32,33.55,0.01,0.01,0.04,2025,8,August,3,Monday
CAMP05371,2025-07-05,2025-07-13,Social,72414,3275,1149,538,3746.82,4737.68,0.26,8,990.8600000000001,1.26,20.91,4.52,35.08,46.82,1.14,3.26,6.96,2025,7,July,3,Saturday
CAMP05372,2025-07-03,2025-07-13,Display,295682,3467,1175,599,2043.7,4737.95,1.32,10,2694.25,2.32,56.87,1.17,33.89,50.98,0.59,1.74,3.41,2025,7,July,3,Thursday
CAMP05373,2025-06-11,2025-06-24,Social,250371,6346,2118,1105,1570.46,1765.48,0.12,13,195.01999999999998,1.12,11.05,2.53,33.38,52.17,0.25,0.74,1.42,2025,6,June,2,Wednesday
CAMP05374,2025-09-04,2025-09-13,Social,250139,7399,1949,779,1051.05,1417.76,0.35,9,366.71000000000004,1.35,25.87,2.96,26.34,39.97,0.14,0.54,1.35,2025,9,September,3,Thursday
CAMP05375,2025-01-31,2025-02-14,Email,263188,14726,3928,1529,4273.42,4772.08,0.12,14,498.65999999999985,1.12,10.45,5.6,26.67,38.93,0.29,1.09,2.79,2025,1,January,1,Friday
CAMP05376,2025-02-21,2025-03-05,Search,16690,446,71,17,1735.99,3764.77,1.17,12,2028.78,2.17,53.89,2.67,15.92,23.94,3.89,24.45,102.12,2025,2,February,1,Friday
CAMP05377,2025-12-11,2025-12-23,Email,277467,11797,2749,1097,1099.36,1732.0,0.58,12,632.6400000000001,1.58,36.53,4.25,23.3,39.91,0.09,0.4,1.0,2025,12,December,4,Thursday
CAMP05378,2025-03-17,2025-03-25,Email,39146,3036,925,444,2664.94,4202.32,0.58,8,1537.3799999999997,1.58,36.58,7.76,30.47,48.0,0.88,2.88,6.0,2025,3,March,1,Monday
CAMP05379,2025-10-05,2025-10-20,Social,150428,12439,4259,2420,3931.06,9013.62,1.29,15,5082.560000000001,2.29,56.39,8.27,34.24,56.82,0.32,0.92,1.62,2025,10,October,4,Sunday
CAMP05380,2025-02-09,2025-02-23,Email,81805,6674,858,214,3052.07,3723.51,0.22,14,671.44,1.22,18.03,8.16,12.86,24.94,0.46,3.56,14.26,2025,2,February,1,Sunday
CAMP05381,2025-04-11,2025-04-24,Search,245582,17818,4160,2444,4804.95,10889.97,1.27,13,6085.0199999999995,2.27,55.88,7.26,23.35,58.75,0.27,1.16,1.97,2025,4,April,2,Friday
CAMP05382,2025-04-21,2025-05-04,Social,141412,8309,1958,574,4788.17,11471.45,1.4,13,6683.280000000001,2.4,58.26,5.88,23.56,29.32,0.58,2.45,8.34,2025,4,April,2,Monday
CAMP05383,2025-11-17,2025-11-26,Search,178747,10645,3257,880,4521.62,12275.69,1.71,9,7754.070000000001,2.71,63.17,5.96,30.6,27.02,0.42,1.39,5.14,2025,11,November,4,Monday
CAMP05384,2025-09-06,2025-09-16,Influencer,103756,9940,3817,938,2869.26,6722.36,1.34,10,3853.0999999999995,2.34,57.32,9.58,38.4,24.57,0.29,0.75,3.06,2025,9,September,3,Saturday
CAMP05385,2025-07-10,2025-07-19,Email,242909,21620,7655,4562,3864.53,8914.94,1.31,9,5050.41,2.31,56.65,8.9,35.41,59.6,0.18,0.5,0.85,2025,7,July,3,Thursday
CAMP05386,2025-07-01,2025-07-08,Social,5392,369,121,51,1513.66,3501.32,1.31,7,1987.66,2.31,56.77,6.84,32.79,42.15,4.1,12.51,29.68,2025,7,July,3,Tuesday
CAMP05387,2025-12-01,2025-12-16,Display,144209,7522,1629,502,2919.27,3159.56,0.08,15,240.28999999999996,1.08,7.61,5.22,21.66,30.82,0.39,1.79,5.82,2025,12,December,4,Monday
CAMP05388,2025-07-28,2025-08-09,Search,18997,1436,625,204,425.82,802.02,0.88,12,376.2,1.88,46.91,7.56,43.52,32.64,0.3,0.68,2.09,2025,7,July,3,Monday
CAMP05389,2025-01-22,2025-02-04,Email,89970,1407,582,337,1390.82,2923.99,1.1,13,1533.1699999999998,2.1,52.43,1.56,41.36,57.9,0.99,2.39,4.13,2025,1,January,1,Wednesday
CAMP05390,2025-06-15,2025-06-23,Search,243538,23139,4013,2247,1694.17,3947.73,1.33,8,2253.56,2.33,57.08,9.5,17.34,55.99,0.07,0.42,0.75,2025,6,June,2,Sunday
CAMP05391,2025-04-09,2025-04-22,Search,35278,2091,757,257,1870.08,2959.25,0.58,13,1089.17,1.58,36.81,5.93,36.2,33.95,0.89,2.47,7.28,2025,4,April,2,Wednesday
CAMP05392,2025-07-27,2025-08-09,Influencer,167602,9260,4284,965,888.98,2094.28,1.36,13,1205.3000000000002,2.36,57.55,5.52,46.26,22.53,0.1,0.21,0.92,2025,7,July,3,Sunday
CAMP05393,2025-01-08,2025-01-19,Search,271938,9837,2697,1438,507.99,910.17,0.79,11,402.17999999999995,1.79,44.19,3.62,27.42,53.32,0.05,0.19,0.35,2025,1,January,1,Wednesday
CAMP05394,2025-07-09,2025-07-21,Influencer,134057,1381,648,366,2934.02,7131.58,1.43,12,4197.5599999999995,2.43,58.86,1.03,46.92,56.48,2.12,4.53,8.02,2025,7,July,3,Wednesday
CAMP05395,2025-06-24,2025-07-01,Influencer,76899,1192,129,69,2507.48,3435.46,0.37,7,927.98,1.37,27.01,1.55,10.82,53.49,2.1,19.44,36.34,2025,6,June,2,Tuesday
CAMP05396,2025-09-30,2025-10-09,Influencer,245671,8271,2535,1432,2964.21,4770.5,0.61,9,1806.29,1.61,37.86,3.37,30.65,56.49,0.36,1.17,2.07,2025,9,September,3,Tuesday
CAMP05397,2025-01-17,2025-01-24,Email,124718,7325,1483,638,733.6,2126.85,1.9,7,1393.25,2.9,65.51,5.87,20.25,43.02,0.1,0.49,1.15,2025,1,January,1,Friday
CAMP05398,2025-03-31,2025-04-11,Search,82568,1446,296,158,4743.69,11934.34,1.52,11,7190.650000000001,2.52,60.25,1.75,20.47,53.38,3.28,16.03,30.02,2025,3,March,1,Monday
CAMP05399,2025-05-21,2025-05-31,Search,276592,26963,12160,7023,2125.43,5945.36,1.8,10,3819.93,2.8,64.25,9.75,45.1,57.75,0.08,0.17,0.3,2025,5,May,2,Wednesday
CAMP05400,2025-05-25,2025-06-09,Influencer,124028,5827,1308,727,2302.42,3224.27,0.4,15,921.8499999999999,1.4,28.59,4.7,22.45,55.58,0.4,1.76,3.17,2025,5,May,2,Sunday
CAMP05401,2025-06-15,2025-06-22,Search,24431,939,102,44,2780.13,8022.8,1.89,7,5242.67,2.89,65.35,3.84,10.86,43.14,2.96,27.26,63.18,2025,6,June,2,Sunday
CAMP05402,2025-12-03,2025-12-16,Search,251740,14416,4553,2270,3481.62,8663.57,1.49,13,5181.95,2.49,59.81,5.73,31.58,49.86,0.24,0.76,1.53,2025,12,December,4,Wednesday
CAMP05403,2025-03-19,2025-03-24,Influencer,267321,4236,2068,1010,1985.81,4331.32,1.18,5,2345.5099999999998,2.18,54.15,1.58,48.82,48.84,0.47,0.96,1.97,2025,3,March,1,Wednesday
CAMP05404,2025-09-19,2025-10-03,Display,117490,10167,1338,697,801.44,821.88,0.03,14,20.43999999999994,1.03,2.49,8.65,13.16,52.09,0.08,0.6,1.15,2025,9,September,3,Friday
CAMP05405,2025-06-12,2025-06-19,Display,277370,14263,3059,891,3937.29,4346.05,0.1,7,408.7600000000002,1.1,9.41,5.14,21.45,29.13,0.28,1.29,4.42,2025,6,June,2,Thursday
CAMP05406,2025-01-14,2025-01-29,Influencer,232593,6059,1743,350,1376.73,3503.63,1.54,15,2126.9,2.54,60.71,2.6,28.77,20.08,0.23,0.79,3.93,2025,1,January,1,Tuesday
CAMP05407,2025-08-27,2025-09-10,Email,123254,3026,1307,527,2270.05,5307.26,1.34,14,3037.21,2.34,57.23,2.46,43.19,40.32,0.75,1.74,4.31,2025,8,August,3,Wednesday
CAMP05408,2025-03-13,2025-03-28,Search,17231,732,151,76,3198.41,4565.21,0.43,15,1366.8000000000002,1.43,29.94,4.25,20.63,50.33,4.37,21.18,42.08,2025,3,March,1,Thursday
CAMP05409,2025-05-23,2025-06-03,Search,188219,11594,2753,688,4830.29,9093.46,0.88,11,4263.169999999999,1.88,46.88,6.16,23.75,24.99,0.42,1.75,7.02,2025,5,May,2,Friday
CAMP05410,2025-11-06,2025-11-13,Display,19082,906,229,94,264.57,611.67,1.31,7,347.09999999999997,2.31,56.75,4.75,25.28,41.05,0.29,1.16,2.81,2025,11,November,4,Thursday
CAMP05411,2025-10-10,2025-10-17,Influencer,265907,16941,4266,1389,2642.45,2723.12,0.03,7,80.67000000000007,1.03,2.96,6.37,25.18,32.56,0.16,0.62,1.9,2025,10,October,4,Friday
CAMP05412,2025-09-26,2025-10-02,Email,209383,15388,2771,1483,4687.01,11034.62,1.35,6,6347.610000000001,2.35,57.52,7.35,18.01,53.52,0.3,1.69,3.16,2025,9,September,3,Friday
CAMP05413,2025-08-29,2025-09-11,Influencer,150205,11620,5418,1300,1350.22,2434.58,0.8,13,1084.36,1.8,44.54,7.74,46.63,23.99,0.12,0.25,1.04,2025,8,August,3,Friday
CAMP05414,2025-09-02,2025-09-17,Display,198949,9168,3824,2061,650.27,773.65,0.19,15,123.38,1.19,15.95,4.61,41.71,53.9,0.07,0.17,0.32,2025,9,September,3,Tuesday
CAMP05415,2025-06-12,2025-06-20,Display,121315,9041,4432,1969,3024.51,4013.8,0.33,8,989.29,1.33,24.65,7.45,49.02,44.43,0.33,0.68,1.54,2025,6,June,2,Thursday
CAMP05416,2025-03-01,2025-03-15,Search,158499,3603,894,507,845.75,1567.41,0.85,14,721.6600000000001,1.85,46.04,2.27,24.81,56.71,0.23,0.95,1.67,2025,3,March,1,Saturday
CAMP05417,2025-01-06,2025-01-16,Social,127511,7163,846,485,4406.47,9926.55,1.25,10,5520.079999999999,2.25,55.61,5.62,11.81,57.33,0.62,5.21,9.09,2025,1,January,1,Monday
CAMP05418,2025-07-16,2025-07-22,Email,281981,4660,681,356,3643.54,6152.79,0.69,6,2509.25,1.69,40.78,1.65,14.61,52.28,0.78,5.35,10.23,2025,7,July,3,Wednesday
CAMP05419,2025-02-27,2025-03-12,Email,226600,7244,1760,725,693.02,845.61,0.22,13,152.59000000000003,1.22,18.04,3.2,24.3,41.19,0.1,0.39,0.96,2025,2,February,1,Thursday
CAMP05420,2025-11-01,2025-11-12,Social,227104,14191,6590,1693,2929.49,7770.87,1.65,11,4841.38,2.65,62.3,6.25,46.44,25.69,0.21,0.44,1.73,2025,11,November,4,Saturday
CAMP05421,2025-08-05,2025-08-19,Display,7469,572,281,81,232.86,465.84,1.0,14,232.97999999999996,2.0,50.01,7.66,49.13,28.83,0.41,0.83,2.87,2025,8,August,3,Tuesday
CAMP05422,2025-01-26,2025-02-04,Influencer,53554,994,426,156,4241.33,6641.09,0.57,9,2399.76,1.57,36.14,1.86,42.86,36.62,4.27,9.96,27.19,2025,1,January,1,Sunday
CAMP05423,2025-10-30,2025-11-10,Email,290005,8304,1622,797,1106.64,2619.0,1.37,11,1512.36,2.37,57.75,2.86,19.53,49.14,0.13,0.68,1.39,2025,10,October,4,Thursday
CAMP05424,2025-01-05,2025-01-13,Social,248135,24632,8963,3746,3685.9,6164.86,0.67,8,2478.9599999999996,1.67,40.21,9.93,36.39,41.79,0.15,0.41,0.98,2025,1,January,1,Sunday
CAMP05425,2025-01-20,2025-02-03,Search,114655,4630,1567,588,620.98,1070.22,0.72,14,449.24,1.72,41.98,4.04,33.84,37.52,0.13,0.4,1.06,2025,1,January,1,Monday
CAMP05426,2025-07-17,2025-07-28,Search,193684,6888,2957,1156,2414.88,3755.67,0.56,11,1340.79,1.56,35.7,3.56,42.93,39.09,0.35,0.82,2.09,2025,7,July,3,Thursday
